168.07,,Ascending values from past (top) to present (bottom)
162.89,,
162.58,,
160.43,,
167.88,,
170.11,,
175.71,,
173.79,,
184.58,,
179.9,,
183.62,,
188.47,,
189.92,,
188.89,,
203.87,,
213.24,,
223.39,,
223.15,,
228.61,,
222.9,,
236.67,,
265.48,,
268.41,,
285.55,,
264.85,,
259.55,,
267.5,,
282.33,,
259.7,,
257.4,,
265.08,,
261.63,,
274.95,,
265.51,,
247,,
224.03,,
227.75,,
226.85,,
217.43,,
218.01,,
231.95,,
223.92,,
224.34,,
228.45,,
244.87,,
237.21,,
199.34,,
202.87,,
200.54,,
194.55,,
107.58,,
134.17,,
122.58,,
123.75,,
110.94,,
115.92,,
118.1,,
136.41,,
133.35,,
132.74,,
122.48,,
136.03,,
137.89,,
136.01,,
138.35,,
131.3,,
130.89,,
124.43,,
132.01,,
132.8,,
135.6,,
141.32,,
141.35,,
144.05,,
142.63,,
171.38,,
164.62,,
173.1,,
169.74,,
157.83,,
158.29,,
158.56,,
156.29,,
158.51,,
152.77,,
172.26,,
170.74,,
187.45,,
180.04,,
170.35,,
170.74,,
182.76,,
185.49,,
187.49,,
194.24,,
197.36,,
196.28,,
196.5,,
215.34,,
206.18,,
211.99,,
213.88,,
209.79,,
206.59,,
205.29,,
198.96,,
211.88,,
211.37,,
210.05,,
187.69,,
185.74,,
189.79,,
199.57,,
203.36,,
194.85,,
200.54,,
206.99,,
214.9,,
214.6,,
209.96,,
198.8,,
207.25,,
206.58,,
199.67,,
204.09,,
200.96,,
208.24,,
220.26,,
220.67,,
243.6,,
231.69,,
247.92,,
237.88,,
244.5,,
243.31,,
240.24,,
242.03,,
244.57,,
246.34,,
243.74,,
247.69,,
230.36,,
237.54,,
238.1,,
231.82,,
230.82,,
235.26,,
233.78,,
231.39,,
229.03,,
228.8,,
228.09,,
243.23,,
242.98,,
234.79,,
232.58,,
229.53,,
220.98,,
224.97,,
227.86,,
225.59,,
230.84,,
226.44,,
224.99,,
229.1,,
227.91,,
241.48,,
239.36,,
246.84,,
242.04,,
241.16,,
239.13,,
242.57,,
239.71,,
240.46,,
238.57,,
233.66,,
232.8,,
235.72,,
238.84,,
236.01,,
245.45,,
263.78,,
275.36,,
279.08,,
305.18,,
311.04,,
321.88,,
316.86,,
317.86,,
334.7,,
346.38,,
386.99,,
372.03,,
385.7,,
389.66,,
400.74,,
394.79,,
379.39,,
396.78,,
390.33,,
395.4,,
379.05,,
387.04,,
424.35,,
437.87,,
432.09,,
433.58,,
430.7,,
422.02,,
407.56,,
415.71,,
387.86,,
395.3,,
390.58,,
407.9,,
383.05,,
385.85,,
383.22,,
395.39,,
399,,
428.77,,
434.06,,
475.95,,
439.75,,
381.25,,
385.47,,
335.11,,
352.65,,
353.53,,
337.61,,
350.81,,
367.92,,
373.56,,
388.01,,
366.14,,
377.13,,
364.1,,
364.87,,
389.36,,
384.23,,
385.17,,
371.06,,
340.13,,
344.2,,
320.1,,
349.19,,
351.86,,
353.96,,
357.48,,
353.89,,
359.82,,
359.78,,
353.05,,
345.58,,
345.9,,
352.36,,
353.37,,
341.04,,
341.61,,
350.8,,
365.06,,
370.68,,
374.16,,
386.45,,
381.24,,
378.7,,
377.67,,
365.41,,
368.51,,
378.02,,
379.3,,
368.56,,
390.8,,
413.94,,
409.2,,
412.17,,
406.01,,
392.76,,
403.45,,
388.39,,
387.16,,
382.4,,
386.52,,
396.52,,
383.15,,
387.8,,
402.17,,
416.67,,
455.71,,
435.05,,
454.6,,
444.14,,
450.32,,
463.19,,
461.67,,
448.17,,
460.35,,
482.14,,
478.33,,
471.06,,
510.14,,
552.23,,
560.29,,
609.08,,
604.89,,
570.02,,
519.4,,
516.68,,
537.74,,
575.41,,
615.96,,
585.41,,
598.03,,
615.95,,
567.68,,
596.44,,
601.41,,
591.32,,
555.08,,
573.54,,
558.42,,
543.94,,
567.9,,
591.1,,
586.31,,
588.79,,
637.55,,
643.42,,
653.77,,
658.28,,
638.51,,
608.25,,
637.21,,
