585.41,,
612.6,,
626.73,,
636.44,,
684.66,,
730.41,,
731.72,,
752.03,,
735.81,,
729.15,,
774.55,,
977.8,,
1043.28,,
1099.82,,
1202.23,,
1256.08,,
1088.71,,
1050.01,,
1010.59,,
1233.17,,
1168.81,,
1228.51,,
1233.54,,
1257.91,,
1368.9,,
1377.5,,
1110.48,,
1234.08,,
1233.22,,
1390.43,,
1319.14,,
1365.52,,
1241.35,,
1328.12,,
1378.79,,
1375.95,,
1312.93,,
1373.07,,
1511.11,,
1662.39,,
1595.22,,
1719.84,,
1677.06,,
1611.83,,
1748.86,,
1769.41,,
1740.96,,
1785,,
1839.14,,
1814.61,,
1800.69,,
1779.72,,
1782.57,,
1847.48,,
1937.25,,
1955.16,,
1915.74,,
1933.78,,
1777.1,,
1577.89,,
1623.51,,
1479.25,,
1445.2,,
1458.2,,
1418.23,,
1569.79,,
1486.5,,
1568.08,,
1538.58,,
1527.82,,
1649.23,,
1725.31,,
1832.76,,
1869.16,,
1794.51,,
1823.61,,
1765.93,,
1922.1,,
1849.13,,
1793.09,,
1805.66,,
1822.78,,
1777.75,,
1807.9,,
1805.25,,
1783.34,,
1683.07,,
1668.77,,
1585.97,,
1587.86,,
1698.95,,
1711.84,,
1687.27,,
1816.19,,
1841.29,,
1918.24,,
1967.33,,
2133.99,,
2007.98,,
2074.79,,
2105.36,,
2113.19,,
1961.01,,
2078.45,,
2062.7,,
2125.43,,
2143.63,,
2136.59,,
2299.4,,
2432.88,,
2514.3,,
2422.01,,
2315.96,,
2237.31,,
2159.74,,
2330.22,,
2357.29,,
2401.94,,
2367.57,,
2212.13,,
2319.16,,
2533.18,,
2663.3,,
2747.41,,
2755.61,,
2771.94,,
2944.09,,
2952.01,,
3427.54,,
3233.36,,
3524.26,,
3488.07,,
3478.99,,
3907.53,,
3922.13,,
3950.03,,
4173.78,,
3821.67,,
3717.66,,
4072.79,,
3645.15,,
3579.78,,
3278.92,,
3376.3,,
2435.65,,
2767.66,,
2431.17,,
2293.37,,
2094.28,,
2648.5,,
2704.9,,
2884.17,,
2740.74,,
2411.45,,
2278.15,,
2386.68,,
2706.12,,
2633.3,,
2706.19,,
2856.64,,
2687.05,,
2628.85,,
2712.42,,
2593.95,,
2507.15,,
2610.65,,
2469.08,,
2353.84,,
2368.74,,
2507.86,,
2581.43,,
2543.82,,
2368.17,,
2372.28,,
2233.37,,
2165.4,,
2243.42,,
1886.25,,
1877.48,,
1967.83,,
1989.62,,
1811.23,,
1830.86,,
1980.35,,
2084.6,,
2163.91,,
2274.99,,
2108.34,,
2154.6,,
2223.15,,
2321,,
2195.73,,
2310.43,,
2317.13,,
2114.5,,
2146.33,,
2110.48,,
2140.43,,
2032.26,,
1940.99,,
1994.73,,
1917.52,,
1876.52,,
1899.28,,
1891.04,,
1818.36,,
1785.08,,
1994.26,,
2025.07,,
2124.65,,
2151.19,,
2190.59,,
2227.96,,
2301.45,,
2299.52,,
2382.29,,
2461.33,,
2528.85,,
2554.78,,
2606.99,,
2508.37,,
2725.33,,
2827.52,,
2890.62,,
3159.39,,
3013.69,,
3162.05,,
3139.33,,
3162.71,,
3047.01,,
3321.78,,
3264.44,,
3308.41,,
3146.57,,
3012.34,,
3015.62,,
3182.59,,
3283.51,,
3223.91,,
3238.08,,
3323.05,,
3173.35,,
3228.4,,
3092.48,,
3273.57,,
3244.01,,
3221.81,,
3228.54,,
3429.45,,
3835.96,,
3786.14,,
3934.83,,
3885,,
3950.91,,
3927.43,,
3422.38,,
3499.27,,
3422.99,,
3210.63,,
3267.27,,
3407.9,,
3285.09,,
3430.91,,
3611.32,,
3567.68,,
3398.38,,
3436.22,,
3328.23,,
2975.9,,
2765.14,,
3077.76,,
3152.67,,
2928.24,,
2921.91,,
3063.32,,
2926.02,,
2807.67,,
2851.72,,
2999.86,,
3309.58,,
3388.26,,
3416.18,,
3383.17,,
3517.82,,
3575.58,,
3586.93,,
3559.24,,
3574.23,,
3414.72,,
3545.08,,
3489,,
3607.21,,
3790.18,,
3868.99,,
3828.25,,
3844.63,,
3747.62,,
3876.71,,
4160.21,,
4054.15,,
3970.9,,
4168.78,,
4083.18,,
4220.35,,
4129.69,,
3921.72,,
4284.51,,
4413.79,,
4321.56,,
4287.6,,
4320.91,,
4585.74,,
4602.42,,
4535.53,,
4474.98,,
4517.27,,
4611.73,,
4808.09,,
4731.68,,
4633.95,,
4720.86,,
4665.46,,
4644.58,,
4625.76,,
4563.04,,
4208.42,,
4290.99,,
4003.13,,
4295.39,,
4408,,
4268.16,,
4086.52,,
4340.45,,
4270,,
4519.71,,
4034.41,,
4093.56,,
4297.52,,
4442.82,,
4631.22,,
4582.96,,
4512.71,,
4217.78,,
4118.06,,
4194.6,,
4352.66,,
4307.11,,
4435.24,,
4107.82,,
3903.58,,
4075.23,,
4131.84,,
3780.13,,
3860.41,,
4018.94,,
3956.35,,
3878.43,,
3959.77,,
3925.8,,
3944.49,,
4016.27,,
3979.47,,
4109.7,,
4043.19,,
4092.69,,
4061.17,,
4036.24,,
3793.17,,
3627.17,,
3709.42,,
3677.7,,
3765.36,,
3831.24,,
3764.48,,
3790.83,,
3535.07,,
3407.21,,
3195.35,,
3079.66,,
3150.42,,
3085.46,,
3237.93,,
3370.48,,
3242.44,,
3307.74,,
3328.08,,
3346.47,,
3209.25,,
3159.96,,
3084.2,,
3004.19,,
2571.12,,
2412.48,,
2540.45,,
2440.81,,
2458.27,,
2461.3,,
2424.67,,
2545.99,,
2600.33,,
2602.6,,
2686.66,,
2786.91,,
2680.68,,
2692.97,,
2994.99,,
3013.48,,
3056.4,,
3139.68,,
3115.8,,
3243.32,,
3071.51,,
2927.53,,
2916.88,,
2871.02,,
2928.97,,
3181.93,,
3122.02,,
2893.95,,
2779.49,,
2763.76,,
2618.76,,
2570.49,,
2522.35,,
